Age	Attrition	BusinessTravel	Gender	JobLevel	JobRole	JobSatisfaction	MonthlyIncome	NumCompaniesWorked	OverTime	PercentSalaryHike	TotalWorkingYears	YearsAtCompany
29	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	2119	1	Yes	11	7	7
29	No	Travel_Rarely	Male	1	Laboratory Technician	4	3983	0	No	17	4	3
30	No	Travel_Rarely	Female	2	Sales Executive	3	6118	1	No	13	10	10
27	No	Travel_Rarely	Female	2	Sales Executive	2	6214	1	No	18	8	8
37	No	Travel_Rarely	Male	2	Manufacturing Director	4	6347	7	No	16	8	6
38	No	Travel_Rarely	Male	3	Research Director	4	11510	0	Yes	14	12	11
31	No	Travel_Rarely	Female	3	Manufacturing Director	4	7143	1	Yes	14	11	11
29	No	Travel_Rarely	Female	2	Sales Executive	2	8268	1	Yes	14	7	7
35	No	Travel_Rarely	Male	3	Manufacturing Director	2	8095	0	No	13	17	16
23	No	Travel_Rarely	Male	1	Research Scientist	4	2904	1	No	12	4	4
41	No	Travel_Rarely	Male	2	Manufacturing Director	2	6032	6	Yes	15	8	5
47	No	Travel_Frequently	Male	2	Sales Representative	3	2976	3	No	19	5	0
42	No	Travel_Rarely	Female	4	Research Director	4	15992	2	No	14	16	1
29	No	Non-Travel	Male	2	Sales Executive	3	4649	1	No	14	4	4
42	No	Travel_Rarely	Male	1	Human Resources	3	2696	0	Yes	11	4	3
32	No	Travel_Rarely	Female	1	Laboratory Technician	2	2370	1	No	13	8	8
48	No	Travel_Rarely	Female	3	Manager	3	12504	3	No	21	15	0
37	No	Travel_Rarely	Male	2	Research Scientist	1	5974	4	Yes	13	13	7
30	No	Non-Travel	Female	2	Sales Executive	3	4736	7	Yes	12	4	2
26	No	Travel_Rarely	Male	2	Sales Executive	3	5296	1	No	17	8	8
42	No	Travel_Rarely	Male	2	Healthcare Representative	4	6781	3	No	23	14	1
21	Yes	Travel_Frequently	Female	1	Sales Representative	2	2174	1	Yes	11	3	3
36	No	Non-Travel	Female	2	Sales Executive	4	6653	4	No	15	7	1
36	No	Travel_Frequently	Male	3	Sales Executive	4	9699	4	No	11	16	13
57	No	Travel_Rarely	Male	2	Healthcare Representative	3	6755	2	No	11	15	3
40	No	Travel_Rarely	Female	1	Laboratory Technician	3	2213	3	Yes	13	10	7
21	No	Non-Travel	Male	1	Sales Representative	4	2610	1	No	24	3	3
33	Yes	Travel_Rarely	Female	1	Sales Representative	3	2851	1	Yes	13	1	1
37	No	Travel_Rarely	Female	1	Laboratory Technician	1	3452	6	No	20	17	5
46	No	Non-Travel	Female	2	Manufacturing Director	3	5258	2	No	14	7	1
41	Yes	Travel_Frequently	Male	2	Sales Executive	2	9355	1	No	18	8	8
50	No	Travel_Rarely	Male	3	Healthcare Representative	4	10496	6	No	15	20	4
40	Yes	Travel_Rarely	Male	2	Sales Executive	3	6380	2	Yes	12	8	6
31	No	Travel_Rarely	Male	1	Research Scientist	2	2657	0	Yes	16	3	2
21	Yes	Travel_Rarely	Female	1	Sales Representative	2	2716	1	No	15	1	1
29	No	Travel_Rarely	Male	1	Research Scientist	4	2201	9	No	16	6	3
35	No	Travel_Rarely	Male	2	Healthcare Representative	2	6540	9	No	19	10	1
27	No	Travel_Rarely	Male	1	Laboratory Technician	2	3816	1	No	11	5	5
28	No	Travel_Rarely	Male	2	Sales Executive	4	5253	1	No	16	7	7
49	No	Travel_Rarely	Male	3	Healthcare Representative	3	10965	8	No	24	26	5
51	No	Travel_Rarely	Female	2	Sales Executive	4	4936	4	No	11	18	7
36	No	Travel_Rarely	Female	1	Research Scientist	3	2543	4	No	13	6	2
34	Yes	Non-Travel	Male	2	Sales Executive	4	5304	8	Yes	13	9	5
55	No	Travel_Rarely	Female	4	Manager	4	16659	2	Yes	13	30	5
24	No	Travel_Rarely	Female	2	Sales Executive	3	4260	1	Yes	12	5	5
30	No	Travel_Rarely	Male	1	Sales Representative	2	2476	1	No	18	1	1
26	Yes	Travel_Frequently	Male	1	Research Scientist	1	3102	0	No	22	7	6
22	No	Travel_Rarely	Female	1	Research Scientist	2	2244	1	No	13	2	2
36	No	Travel_Rarely	Male	3	Sales Executive	3	7596	1	No	13	10	10
30	Yes	Travel_Frequently	Male	1	Research Scientist	4	2285	9	Yes	23	3	1
37	No	Travel_Rarely	Female	1	Laboratory Technician	1	3034	1	No	12	18	18
40	No	Travel_Rarely	Female	2	Sales Executive	2	5715	7	No	12	8	5
42	No	Travel_Rarely	Female	1	Laboratory Technician	1	2576	3	No	16	8	5
37	No	Travel_Rarely	Male	2	Manufacturing Director	2	4197	2	Yes	12	18	1
43	No	Travel_Rarely	Male	4	Research Director	2	14336	1	No	11	25	25
40	No	Travel_Rarely	Female	2	Laboratory Technician	3	3448	6	No	22	20	1
54	No	Travel_Rarely	Male	5	Research Director	1	19406	4	No	11	24	4
34	No	Non-Travel	Female	2	Sales Executive	3	6538	9	No	15	6	3
31	No	Travel_Rarely	Female	2	Manufacturing Director	1	4306	1	No	12	13	13
43	No	Travel_Frequently	Male	1	Laboratory Technician	4	2258	7	No	20	8	3
43	No	Travel_Rarely	Female	2	Healthcare Representative	3	4522	4	Yes	14	8	5
25	No	Travel_Rarely	Female	2	Sales Executive	4	4487	1	Yes	11	5	5
37	No	Non-Travel	Female	2	Research Scientist	3	4449	3	Yes	15	15	13
31	No	Travel_Rarely	Male	1	Laboratory Technician	1	2218	1	No	12	4	4
39	No	Travel_Frequently	Male	5	Manager	3	19197	1	Yes	14	21	21
56	No	Travel_Frequently	Female	4	Sales Executive	1	13212	9	No	11	36	7
30	No	Travel_Rarely	Female	2	Sales Executive	3	6577	0	No	11	6	5
41	No	Travel_Rarely	Male	3	Sales Executive	1	8392	1	No	16	10	10
28	No	Travel_Rarely	Male	2	Laboratory Technician	1	4558	1	No	12	10	10
25	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	4031	5	No	13	6	2
52	No	Travel_Rarely	Male	3	Manufacturing Director	3	7969	2	Yes	14	28	5
45	No	Travel_Rarely	Male	1	Research Scientist	4	2654	3	No	21	8	2
52	No	Travel_Rarely	Female	4	Manager	4	16555	2	No	13	31	5
42	No	Travel_Frequently	Female	2	Research Scientist	3	4556	2	No	11	19	5
30	No	Travel_Rarely	Female	2	Manufacturing Director	4	6091	2	No	20	11	5
60	No	Travel_Rarely	Female	5	Manager	1	19566	5	No	11	33	29
46	No	Travel_Rarely	Female	2	Manufacturing Director	3	4810	2	No	14	19	10
42	No	Travel_Frequently	Female	2	Healthcare Representative	4	4523	0	No	11	7	6
24	Yes	Travel_Rarely	Female	1	Sales Representative	2	3202	1	Yes	16	6	5
34	Yes	Travel_Frequently	Female	1	Sales Representative	3	2351	0	No	16	3	2
38	No	Travel_Frequently	Male	1	Laboratory Technician	4	1702	1	Yes	23	1	1
40	No	Travel_Rarely	Female	5	Manager	3	18041	0	No	14	21	20
26	No	Travel_Rarely	Female	1	Research Scientist	4	2886	1	No	22	3	3
30	No	Non-Travel	Male	1	Laboratory Technician	4	2097	4	No	15	9	5
29	No	Travel_Rarely	Male	3	Research Director	3	11935	1	No	18	10	10
29	Yes	Travel_Rarely	Female	1	Research Scientist	2	2546	5	No	16	6	2
19	Yes	Travel_Rarely	Male	1	Human Resources	4	2564	1	No	12	1	1
30	No	Non-Travel	Female	3	Sales Executive	1	8412	0	No	11	10	9
57	No	Travel_Rarely	Male	4	Manager	4	14118	3	No	12	32	1
50	No	Travel_Rarely	Male	4	Manager	3	17046	0	No	15	28	27
30	No	Non-Travel	Female	1	Laboratory Technician	4	2564	0	No	14	12	11
60	No	Travel_Frequently	Female	3	Sales Executive	1	10266	4	No	19	22	18
47	No	Travel_Rarely	Female	2	Manufacturing Director	4	5070	5	No	13	20	5
46	No	Travel_Rarely	Male	4	Research Director	3	17861	6	No	13	26	3
35	No	Travel_Rarely	Male	1	Laboratory Technician	3	4230	0	No	15	6	5
54	No	Travel_Rarely	Female	2	Laboratory Technician	3	3780	7	No	11	19	1
34	No	Travel_Rarely	Male	1	Research Scientist	3	2768	3	No	12	14	7
46	No	Travel_Rarely	Female	3	Sales Executive	4	9071	2	Yes	19	15	3
31	No	Travel_Rarely	Male	3	Manufacturing Director	2	10648	1	No	25	13	13
33	Yes	Travel_Rarely	Male	3	Manager	3	13610	7	Yes	12	15	7
33	Yes	Travel_Rarely	Male	1	Laboratory Technician	4	3408	7	No	13	8	4
30	No	Travel_Rarely	Male	1	Sales Representative	2	2983	0	No	14	4	3
35	No	Travel_Rarely	Male	3	Healthcare Representative	3	7632	4	Yes	12	10	8
31	Yes	Travel_Frequently	Male	3	Healthcare Representative	3	9824	3	No	12	12	1
34	Yes	Travel_Frequently	Female	3	Human Resources	1	9950	9	Yes	15	11	3
42	No	Travel_Frequently	Male	1	Laboratory Technician	3	2093	4	No	17	8	2
36	No	Non-Travel	Male	3	Sales Executive	4	9980	1	No	14	10	10
22	Yes	Travel_Frequently	Male	1	Laboratory Technician	3	3894	5	No	16	4	2
48	No	Travel_Rarely	Female	2	Sales Executive	4	4051	2	No	14	14	9
55	No	Travel_Rarely	Female	4	Manager	2	16835	3	No	23	37	10
41	No	Non-Travel	Male	2	Sales Executive	4	6230	7	No	14	16	14
35	No	Travel_Rarely	Male	2	Sales Executive	3	4717	9	No	11	15	11
40	No	Travel_Rarely	Female	4	Manufacturing Director	3	13237	7	No	15	22	20
39	No	Travel_Frequently	Female	1	Laboratory Technician	3	3755	1	No	11	8	8
31	No	Travel_Rarely	Male	2	Sales Executive	4	6582	4	Yes	13	10	6
42	No	Travel_Rarely	Male	3	Manufacturing Director	1	7406	1	Yes	21	10	10
45	No	Travel_Rarely	Male	2	Sales Executive	2	4805	0	No	19	9	8
26	Yes	Travel_Frequently	Female	1	Human Resources	3	2741	0	Yes	11	8	7
29	No	Travel_Rarely	Male	2	Manufacturing Director	4	4262	4	No	12	8	3
33	No	Travel_Rarely	Female	4	Research Director	3	16184	4	No	19	10	6
31	No	Travel_Rarely	Male	3	Manager	4	11557	9	No	21	10	5
18	Yes	Travel_Frequently	Male	1	Sales Representative	2	1878	1	Yes	14	0	0
40	No	Non-Travel	Male	3	Sales Executive	1	10932	3	No	15	20	1
41	No	Non-Travel	Female	2	Healthcare Representative	3	6811	2	Yes	17	10	8
26	No	Travel_Rarely	Male	2	Sales Executive	3	4306	5	No	12	8	0
35	No	Travel_Rarely	Female	2	Sales Executive	3	4859	1	No	16	5	5
34	No	Travel_Rarely	Male	2	Sales Executive	4	5337	1	No	12	10	10
26	Yes	Travel_Rarely	Male	1	Laboratory Technician	4	2340	1	Yes	18	1	1
37	No	Travel_Rarely	Female	3	Manufacturing Director	4	7491	4	No	17	12	6
46	No	Travel_Frequently	Female	3	Healthcare Representative	3	10527	5	No	11	28	2
41	No	Travel_Rarely	Female	4	Manager	1	16595	7	No	16	22	18
37	No	Non-Travel	Male	3	Sales Executive	2	8834	1	No	13	9	9
52	No	Travel_Rarely	Male	2	Research Scientist	1	5577	3	Yes	12	18	10
32	Yes	Non-Travel	Male	2	Sales Executive	3	4707	8	No	12	6	4
24	No	Travel_Frequently	Male	1	Sales Representative	4	2400	0	No	13	3	2
38	No	Travel_Rarely	Female	2	Healthcare Representative	3	9824	3	No	19	18	1
37	No	Travel_Rarely	Female	2	Manufacturing Director	2	6447	6	No	12	8	6
49	No	Travel_Rarely	Male	5	Research Director	3	19502	1	Yes	17	31	31
24	No	Travel_Rarely	Male	1	Research Scientist	4	2725	1	Yes	11	6	6
26	No	Travel_Rarely	Male	2	Sales Executive	2	6272	1	No	20	6	5
24	No	Travel_Rarely	Male	1	Laboratory Technician	2	2127	1	No	21	1	1
50	No	Travel_Frequently	Male	5	Manager	2	18200	1	No	11	32	32
25	No	Travel_Rarely	Male	1	Sales Representative	3	2096	1	No	11	7	7
24	Yes	Travel_Frequently	Female	1	Laboratory Technician	3	2886	1	Yes	16	6	6
30	Yes	Travel_Frequently	Male	1	Sales Representative	1	2033	1	No	18	1	1
34	No	Travel_Rarely	Male	1	Research Scientist	4	3622	1	Yes	13	6	6
31	Yes	Travel_Rarely	Male	2	Sales Executive	1	4233	2	No	17	9	3
35	No	Travel_Rarely	Male	2	Laboratory Technician	4	3681	4	No	14	9	3
31	No	Travel_Rarely	Male	2	Sales Executive	4	5460	4	No	22	13	7
27	No	Travel_Rarely	Female	1	Research Scientist	3	2187	0	No	12	6	5
37	No	Travel_Rarely	Male	2	Sales Executive	3	9602	4	Yes	11	17	3
20	No	Travel_Rarely	Female	1	Research Scientist	2	2836	1	No	13	1	1
42	No	Travel_Rarely	Female	2	Healthcare Representative	4	4089	1	No	13	10	10
43	No	Travel_Rarely	Male	4	Research Director	4	16627	4	Yes	14	21	1
38	No	Travel_Rarely	Female	1	Research Scientist	1	2619	3	No	17	8	0
43	No	Travel_Frequently	Male	2	Laboratory Technician	3	5679	3	Yes	13	10	8
48	No	Travel_Rarely	Female	4	Manager	1	15402	7	No	11	21	3
44	No	Travel_Rarely	Female	2	Human Resources	3	5985	4	No	11	10	2
34	No	Travel_Rarely	Female	1	Sales Representative	3	2579	1	Yes	18	8	8
27	Yes	Travel_Rarely	Male	1	Sales Representative	1	3041	0	No	11	5	4
21	No	Travel_Rarely	Male	1	Sales Representative	3	3447	1	No	11	3	3
44	No	Travel_Rarely	Male	5	Manager	4	19513	4	Yes	12	26	2
22	No	Travel_Rarely	Male	1	Research Scientist	3	2773	0	No	20	3	2
33	No	Travel_Rarely	Male	2	Sales Executive	3	7104	0	No	12	6	5
32	No	Travel_Rarely	Female	2	Research Scientist	4	6322	1	Yes	12	6	6
30	No	Travel_Frequently	Female	1	Research Scientist	3	2083	1	No	20	1	1
53	No	Travel_Rarely	Female	2	Sales Executive	1	8381	7	No	20	18	14
34	No	Travel_Rarely	Male	1	Research Scientist	4	2691	1	No	12	10	10
45	Yes	Travel_Frequently	Female	2	Sales Executive	1	4286	2	No	14	5	1
26	No	Travel_Rarely	Female	1	Laboratory Technician	4	2659	1	Yes	13	3	3
37	No	Travel_Rarely	Male	3	Manufacturing Director	3	9434	1	No	15	10	10
29	No	Travel_Rarely	Female	2	Sales Executive	3	5561	1	No	14	6	6
35	No	Travel_Rarely	Male	2	Research Scientist	4	6646	1	No	13	17	17
33	No	Travel_Frequently	Male	2	Healthcare Representative	4	7725	3	No	23	15	13
54	No	Travel_Rarely	Male	3	Human Resources	2	10725	2	No	15	16	9
36	No	Travel_Rarely	Male	2	Manufacturing Director	2	8847	2	Yes	11	13	3
27	No	Travel_Rarely	Male	1	Research Scientist	4	2045	0	No	13	5	4
20	Yes	Travel_Rarely	Male	1	Research Scientist	3	1009	1	Yes	11	1	1
33	Yes	Travel_Frequently	Male	1	Research Scientist	1	3348	1	Yes	11	10	10
35	No	Non-Travel	Male	1	Laboratory Technician	3	1281	1	No	18	1	1
23	No	Travel_Rarely	Male	1	Research Scientist	1	2819	2	No	16	5	3
25	No	Travel_Rarely	Male	2	Sales Executive	2	4851	0	No	22	4	3
38	No	Travel_Rarely	Female	2	Sales Executive	4	4028	0	No	20	8	7
29	No	Travel_Frequently	Male	1	Research Scientist	4	2720	1	No	18	10	10
48	No	Travel_Rarely	Male	2	Sales Executive	2	8120	3	No	12	12	2
27	No	Travel_Frequently	Female	2	Sales Executive	4	4647	1	Yes	20	6	6
37	No	Travel_Rarely	Male	1	Research Scientist	4	4680	3	No	17	4	1
50	No	Travel_Rarely	Male	1	Laboratory Technician	3	3221	1	Yes	11	20	20
34	No	Travel_Rarely	Female	3	Healthcare Representative	2	8621	1	No	14	9	8
24	Yes	Travel_Rarely	Female	2	Sales Executive	3	4577	9	No	14	4	2
39	No	Travel_Rarely	Female	2	Healthcare Representative	3	4553	1	No	11	20	20
32	No	Travel_Rarely	Male	2	Sales Executive	4	5396	1	No	12	10	10
50	Yes	Travel_Frequently	Male	2	Sales Executive	3	6796	3	Yes	14	18	4
38	No	Travel_Rarely	Female	2	Healthcare Representative	4	7625	0	No	13	10	9
27	No	Travel_Rarely	Female	3	Manufacturing Director	1	7412	1	No	11	9	9
32	No	Travel_Rarely	Female	3	Research Director	4	11159	3	No	15	10	7
47	No	Travel_Rarely	Male	2	Sales Executive	1	4960	2	No	12	20	7
40	No	Travel_Frequently	Male	3	Sales Executive	1	10475	5	Yes	21	20	18
53	No	Travel_Rarely	Male	4	Research Director	3	14814	3	No	19	32	5
41	No	Travel_Rarely	Male	5	Manager	4	19141	3	No	15	23	21
60	No	Travel_Rarely	Male	2	Sales Executive	1	5405	8	No	14	10	2
27	No	Travel_Frequently	Male	3	Manufacturing Director	1	8793	1	No	21	9	9
41	No	Travel_Rarely	Male	5	Manager	3	19189	1	No	12	22	22
50	No	Travel_Rarely	Male	1	Sales Representative	2	3875	7	No	15	4	2
28	Yes	Travel_Rarely	Female	1	Research Scientist	2	2216	7	Yes	13	10	7
36	No	Non-Travel	Female	3	Research Director	1	11713	9	No	14	10	8
38	No	Travel_Rarely	Female	3	Manufacturing Director	3	7861	4	Yes	14	10	1
44	No	Non-Travel	Male	1	Laboratory Technician	3	3708	2	No	14	9	5
47	No	Travel_Frequently	Female	4	Sales Executive	3	13770	9	Yes	12	28	22
30	No	Travel_Rarely	Male	2	Sales Executive	4	5304	7	No	23	10	8
29	No	Travel_Rarely	Male	1	Sales Representative	3	2642	1	No	11	1	1
42	Yes	Travel_Frequently	Male	1	Research Scientist	3	2759	6	Yes	12	7	2
43	No	Travel_Frequently	Male	2	Sales Executive	4	6804	3	No	18	7	2
34	No	Travel_Rarely	Female	2	Healthcare Representative	3	6142	3	No	11	10	5
23	No	Travel_Rarely	Male	1	Laboratory Technician	1	2500	1	No	14	5	4
39	No	Travel_Rarely	Female	2	Human Resources	2	6389	9	No	15	12	8
56	No	Travel_Rarely	Male	4	Healthcare Representative	4	11103	7	No	11	30	10
40	No	Travel_Rarely	Female	1	Research Scientist	4	2342	0	Yes	20	5	4
27	No	Travel_Rarely	Female	2	Healthcare Representative	1	6811	8	No	19	9	7
29	No	Travel_Rarely	Male	1	Sales Representative	2	2297	1	No	14	2	2
53	No	Travel_Rarely	Male	2	Laboratory Technician	4	2450	2	No	17	19	2
35	No	Non-Travel	Female	2	Healthcare Representative	1	5093	2	No	11	16	1
32	No	Travel_Frequently	Male	2	Laboratory Technician	4	5309	1	No	15	10	10
38	No	Travel_Rarely	Male	1	Research Scientist	3	3057	6	Yes	13	6	1
34	No	Travel_Rarely	Female	2	Manufacturing Director	1	5121	3	No	14	7	0
52	No	Travel_Rarely	Male	4	Manager	1	16856	1	No	11	34	34
33	Yes	Travel_Rarely	Male	1	Research Scientist	4	2686	1	Yes	13	10	10
25	No	Travel_Rarely	Female	2	Sales Executive	4	6180	1	No	23	6	6
45	No	Travel_Rarely	Male	2	Sales Representative	3	6632	0	No	13	9	8
23	No	Travel_Rarely	Male	1	Research Scientist	3	3505	1	No	18	2	2
47	Yes	Travel_Frequently	Female	2	Sales Executive	3	6397	4	Yes	12	8	5
34	No	Travel_Rarely	Male	2	Sales Executive	4	6274	1	No	22	6	6
55	Yes	Travel_Rarely	Male	5	Manager	1	19859	5	Yes	13	24	5
36	No	Non-Travel	Male	3	Sales Executive	1	7587	1	No	15	10	10
52	No	Non-Travel	Male	1	Research Scientist	4	4258	0	No	18	5	4
26	No	Travel_Frequently	Female	1	Laboratory Technician	4	4364	3	No	14	5	2
29	No	Travel_Rarely	Female	2	Healthcare Representative	3	4335	4	No	12	11	8
26	Yes	Travel_Rarely	Male	2	Sales Executive	1	5326	6	No	17	6	4
34	No	Travel_Rarely	Female	1	Research Scientist	4	3280	2	No	16	10	4
54	No	Travel_Rarely	Female	2	Manufacturing Director	1	5485	9	Yes	11	9	5
27	No	Travel_Frequently	Male	2	Sales Executive	4	4342	0	No	19	5	4
37	No	Travel_Rarely	Female	1	Research Scientist	1	2782	0	Yes	13	6	5
38	No	Travel_Frequently	Female	2	Manufacturing Director	1	5980	6	Yes	12	17	15
34	No	Travel_Rarely	Female	1	Research Scientist	1	4381	1	No	11	6	6
35	No	Travel_Rarely	Female	1	Sales Representative	4	2572	1	No	16	3	3
30	No	Travel_Rarely	Male	1	Laboratory Technician	3	3833	3	No	21	7	2
40	No	Travel_Frequently	Female	2	Healthcare Representative	2	4244	1	No	24	8	8
34	No	Travel_Rarely	Female	2	Sales Executive	1	6500	5	No	17	6	3
42	No	Travel_Frequently	Male	5	Manager	4	18430	1	No	13	24	24
23	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	1601	1	Yes	21	1	0
24	No	Non-Travel	Male	1	Laboratory Technician	2	2694	1	No	11	1	1
52	No	Travel_Rarely	Female	2	Laboratory Technician	3	3149	8	No	20	9	5
50	No	Travel_Rarely	Male	4	Research Director	3	17639	5	No	16	30	4
29	Yes	Travel_Rarely	Female	1	Laboratory Technician	1	2319	1	Yes	11	1	1
33	No	Travel_Rarely	Male	3	Research Director	3	11691	0	No	11	14	13
33	Yes	Travel_Rarely	Female	2	Sales Executive	1	5324	5	No	15	6	3
47	No	Travel_Rarely	Female	4	Manager	4	16752	1	Yes	11	26	26
36	No	Travel_Rarely	Female	2	Manufacturing Director	2	5228	0	No	15	10	9
29	No	Travel_Rarely	Male	1	Research Scientist	3	2700	1	No	24	10	10
58	Yes	Travel_Rarely	Male	5	Research Director	2	19246	7	Yes	12	40	31
35	No	Travel_Rarely	Female	1	Research Scientist	3	2506	3	No	13	7	2
42	No	Travel_Rarely	Female	2	Manufacturing Director	4	6062	9	Yes	13	8	4
28	Yes	Travel_Rarely	Male	1	Research Scientist	3	4382	6	No	17	5	2
36	No	Travel_Rarely	Male	1	Human Resources	2	2143	4	No	13	8	5
32	No	Travel_Rarely	Female	2	Manufacturing Director	3	6162	1	No	12	14	14
40	No	Travel_Frequently	Male	2	Laboratory Technician	3	5094	6	No	14	10	1
30	No	Travel_Rarely	Female	2	Manufacturing Director	4	6877	5	Yes	24	12	0
45	No	Travel_Rarely	Female	1	Research Scientist	3	2274	1	No	14	1	1
42	No	Travel_Rarely	Male	2	Manufacturing Director	2	4434	1	No	13	10	9
38	No	Travel_Frequently	Male	2	Healthcare Representative	1	6288	2	No	15	13	4
34	No	Travel_Frequently	Female	1	Research Scientist	4	2553	1	No	16	6	5
49	Yes	Travel_Rarely	Female	3	Sales Executive	4	7654	1	No	18	9	9
55	Yes	Travel_Rarely	Male	2	Sales Executive	4	5160	4	No	16	12	9
43	No	Travel_Rarely	Male	4	Research Director	1	17159	6	No	24	22	4
27	No	Travel_Rarely	Male	3	Research Director	4	12808	1	Yes	16	9	9
35	No	Travel_Rarely	Male	3	Manufacturing Director	3	10221	3	No	21	17	8
28	No	Travel_Rarely	Female	2	Sales Executive	2	4779	1	Yes	20	8	8
34	No	Travel_Rarely	Male	1	Human Resources	4	3737	0	No	19	4	3
26	Yes	Travel_Frequently	Female	1	Research Scientist	3	2366	1	Yes	14	8	8
27	No	Non-Travel	Male	1	Research Scientist	4	1706	1	No	11	0	0
51	No	Travel_Rarely	Female	4	Manager	3	16307	2	No	14	29	20
44	No	Travel_Rarely	Male	2	Healthcare Representative	2	5933	9	No	12	10	5
25	No	Travel_Rarely	Male	1	Research Scientist	1	3424	7	No	13	6	4
33	No	Travel_Rarely	Male	2	Sales Executive	1	4037	1	No	22	9	9
35	No	Travel_Rarely	Female	1	Research Scientist	1	2559	1	No	11	6	6
36	No	Travel_Rarely	Male	2	Sales Executive	4	6201	1	Yes	14	18	18
32	No	Travel_Rarely	Male	2	Sales Executive	4	4403	2	No	11	8	5
30	No	Travel_Frequently	Male	1	Research Scientist	4	3761	9	No	12	10	5
53	No	Travel_Rarely	Female	3	Sales Executive	4	10934	7	Yes	18	35	5
45	No	Travel_Rarely	Male	3	Sales Executive	1	10761	4	Yes	12	18	5
32	No	Travel_Rarely	Female	2	Research Scientist	3	5175	5	No	12	9	5
52	No	Travel_Frequently	Female	4	Manufacturing Director	4	13826	3	No	22	31	9
37	No	Travel_Rarely	Male	2	Sales Executive	3	6334	4	No	19	9	1
28	No	Travel_Rarely	Male	1	Human Resources	4	4936	1	No	13	6	5
22	No	Travel_Rarely	Male	2	Manufacturing Director	4	4775	6	No	22	4	2
44	No	Travel_Rarely	Male	1	Laboratory Technician	4	2818	2	Yes	24	10	3
42	No	Travel_Frequently	Male	1	Research Scientist	4	2515	5	Yes	14	8	2
36	No	Travel_Rarely	Male	1	Human Resources	1	2342	0	No	21	6	5
25	No	Travel_Rarely	Male	2	Sales Executive	1	4194	1	Yes	18	5	5
35	No	Travel_Rarely	Female	3	Manufacturing Director	3	10685	1	Yes	20	17	17
35	Yes	Travel_Frequently	Female	1	Research Scientist	2	2022	1	Yes	19	10	10
32	No	Non-Travel	Male	1	Laboratory Technician	4	2314	0	No	12	4	3
25	No	Travel_Rarely	Male	2	Sales Executive	1	4256	1	No	12	5	5
49	No	Travel_Rarely	Female	1	Research Scientist	1	3580	2	No	16	7	4
24	No	Non-Travel	Male	1	Laboratory Technician	4	3162	0	No	17	6	5
32	No	Travel_Frequently	Male	2	Sales Executive	2	6524	1	No	14	10	10
38	No	Travel_Rarely	Male	1	Sales Representative	2	2899	0	No	19	3	2
42	No	Travel_Rarely	Female	2	Laboratory Technician	4	5231	2	Yes	13	17	5
31	No	Travel_Rarely	Male	1	Research Scientist	4	2356	3	Yes	19	8	6
29	Yes	Travel_Rarely	Female	1	Sales Representative	3	2800	6	Yes	19	5	3
53	No	Travel_Rarely	Male	4	Sales Executive	4	11836	5	No	14	28	2
35	No	Travel_Rarely	Male	3	Manufacturing Director	2	10903	3	No	16	16	13
37	No	Travel_Frequently	Female	1	Sales Representative	4	2973	5	No	15	10	5
53	No	Travel_Rarely	Female	4	Research Director	4	14275	6	No	18	33	12
43	No	Travel_Frequently	Female	2	Healthcare Representative	4	5562	4	No	13	12	5
47	No	Travel_Rarely	Female	2	Sales Executive	4	4537	0	Yes	22	8	7
37	No	Non-Travel	Male	3	Sales Executive	2	7642	1	Yes	13	10	10
50	No	Non-Travel	Male	4	Manager	1	17924	1	No	11	31	31
39	No	Travel_Rarely	Female	2	Human Resources	4	5204	8	No	11	13	5
33	No	Travel_Rarely	Male	1	Human Resources	2	2277	3	Yes	11	7	4
32	Yes	Travel_Rarely	Male	1	Laboratory Technician	4	2795	1	Yes	24	1	1
29	No	Travel_Rarely	Female	1	Laboratory Technician	4	2532	6	No	14	8	4
44	No	Travel_Rarely	Male	1	Research Scientist	1	2559	1	Yes	13	8	8
28	No	Travel_Rarely	Male	2	Sales Executive	4	4908	1	No	14	4	4
58	Yes	Travel_Frequently	Male	1	Laboratory Technician	4	2380	9	Yes	14	3	1
43	No	Travel_Rarely	Female	2	Manufacturing Director	2	4765	4	No	21	4	1
20	Yes	Travel_Rarely	Female	1	Sales Representative	3	2044	1	No	13	2	2
21	Yes	Travel_Rarely	Female	1	Research Scientist	4	2693	1	No	19	1	1
36	No	Travel_Rarely	Male	2	Healthcare Representative	4	6586	0	Yes	17	17	16
47	No	Travel_Rarely	Female	1	Sales Representative	4	3294	1	Yes	18	3	3
22	Yes	Travel_Rarely	Female	2	Manufacturing Director	3	4171	0	Yes	19	4	3
41	Yes	Travel_Rarely	Female	1	Laboratory Technician	4	2778	4	Yes	13	10	7
28	No	Travel_Rarely	Female	1	Research Scientist	3	2377	5	No	18	6	2
39	Yes	Travel_Rarely	Male	1	Laboratory Technician	1	2404	7	Yes	21	8	2
27	No	Travel_Rarely	Female	1	Research Scientist	3	2318	1	No	19	1	1
34	No	Travel_Rarely	Male	1	Laboratory Technician	2	2008	1	No	14	1	1
42	No	Travel_Rarely	Female	2	Sales Executive	3	6244	7	No	17	10	5
33	No	Travel_Rarely	Male	1	Research Scientist	1	2799	3	Yes	11	6	3
